labels,entities
"['Position', 'Position', 'Education Level', 'Platform']","['manager', 'university degree', 'windows', 'ms office']"
"['Position', 'Position', 'Academic Discipline', 'Business Function', 'Position', 'Education Level', 'Industry', 'Soft Skill', 'Soft Skill', 'Solution', 'Management']","['human resources', 'university degree', 'administrative assistant', 'government', 'time management', 'attention to detail', 'leadership', 'media', 'excel', 'webmaster', 'scheduling']"
"['Position', 'Position', 'Industry', 'Business Function', 'Industry', 'Soft Skill', 'Soft Skill', 'Soft Skill']","['market research', 'hr', 'sales', 'manager', 'interpersonal skills', 'team player', 'presentation', 'communications']"
['Education Level'],"[""master's degree""]"
"['Industry', 'Industry', 'Soft Skill', 'Management', 'Solution', 'Soft Skill']","['organizational skills', 'responsibility', 'financial service', 'banking', 'excel', 'interpersonal skills']"
"['Industry', 'Management', 'Soft Skill', 'Soft Skill', 'Soft Skill']","['organizational skills', 'responsibility', 'non-financial services', 'communication skills', 'problem-solving']"
"['Position', 'Position', 'Position', 'Academic Discipline', 'Academic Discipline', 'Solution', 'Solution', 'Work Activity', 'Management', 'Soft Skill', 'Soft Skill']","['team-work', 'administrativeassistant', 'administrative assistance', 'ms word', 'administrative assistant', 'sense of responsibility', 'statistics', 'organisational skills', 'planning', 'information management', 'excel']"
"['Position', 'Competency', 'Management', 'Business Function', 'Management', 'Business Function', 'Management', 'Management', 'Work Activity', 'Soft Skill', 'Management', 'Management', 'Education Level', 'Academic Discipline', 'Standard/Technology', 'Programming Language', 'Standard/Technology', 'Industry', 'Academic Discipline']","['mysql', 'insurance', 'j2ee', 'analysis', 'project management', 'senior software engineer', 'responsibility', 'university degree', 'software development', 'computer science', 'communication skills', 'product management', 'software', 'unit testing', 'planning', 'sql', 'java', 'management', 'design patterns']"
"['Work Activity', 'Management', 'Industry', 'Education Level', 'Academic Discipline', 'Soft Skill', 'Management', 'Soft Skill', 'Soft Skill']","['university degree', 'construction engineering', 'sense of responsibility', 'communication skills', 'telecommunication', 'team player', 'planning', 'presentation', 'management']"
"['Position', 'Management', 'Position', 'Position', 'Management', 'Management', 'Management', 'Management']","['organizational skills', 'hr', 'manager', 'banking', 'financial services', 'business management', 'management', 'negotiating']"
"['Position', 'Position']","['project assistant', 'communications']"
"['Position', 'Work Activity', 'Business Function', 'Industry', 'Industry', 'Work Activity', 'Position', 'Management', 'Education Level']","['administrative support', 'manager', 'university degree', 'government', 'software', 'planning', 'staffing', 'management', 'negotiating']"
"['Position', 'Work Activity', 'Position', 'Position', 'Education Level', 'Management', 'Work Activity', 'Soft Skill']","['programming', 'insurance', 'project management', 'university degree', 'communication skills', 'business sense', 'planning', 'project manager']"
"['Academic Discipline', 'Position', 'Position', 'Programming Language', 'Work Activity', 'Platform', 'Competency', 'Soft Skill', 'Solution', 'Business Function', 'Soft Skill']","['programming', 'software engineer', 'debugging', '`softwareengineer', 'c/c++', 'logic', 'microsoft visual c++', 'software development', 'team player', 'problem solving', 'unix']"
"['Position', 'Industry', 'Position', 'Industry', 'Work Activity', 'Business Function']","['market research', 'sales', 'manager', 'organizing', 'leadership', 'management']"
"['Programming Language', 'Position', 'Programming Language', 'Position', 'Work Activity', 'Position', 'Programming Language', 'Management', 'Programming Language']","['programmer', 'it director', 'programming', 'insurance', 'vba', 'visual basic', 'problem solving', 'excel', 'management']"
"['Position', 'Position']","['accountingmanager', 'accountant']"
"['Industry', 'Programming Language', 'Industry', 'Business Function']","['c', 'energy', 'hr', 'technology']"
"['Business Function', 'Management', 'Industry', 'Industry', 'Industry', 'Education Level', 'Soft Skill', 'Management', 'Soft Skill', 'Solution', 'Solution', 'Solution']","['organizational skills', 'insurance', 'presentation', 'university degree', 'public relations', 'communication skills', 'ms office', 'media', 'excel', 'management', 'coreldraw', 'communications']"
"['Industry', 'Industry', 'Business Function', 'Industry', 'Management', 'Management']","['m&e', 'project management', 'public relations', 'bachelors degree', 'management', 'communications']"
"['Position', 'Industry', 'Industry', 'Soft Skill', 'Soft Skill']","['investment services', 'leading specialist', 'written and verbal skills', 'interpersonal skills', 'financial market']"
"['Management', 'Solution']","['decision making', 'microsoft office']"
"['Position', 'Position', 'Education Level', 'Academic Discipline', 'Academic Discipline', 'Competency', 'Academic Discipline', 'Competency', 'Programming Language', 'Soft Skill', 'Industry']","['insurance', 'r', 'layout design', 'semiconductor engineering', 'computer science', 'communication skills', 'bs or ms', 'software', 'design engineer', 'physics', 'digital design']"
"['Position', 'Position', 'Education Level', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Competency', 'Soft Skill', 'Industry']","['insurance', 'layout design', 'semiconductor engineering', 'computer science', 'communication skills', 'bs or ms', 'software', 'design engineer', 'physics']"
"['Management', 'Position', 'Competency', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Education Level']","['sales', 'university degree', 'team work', 'sense of responsibility', 'retail', 'communication skills', 'merchandiser', 'optimization', 'ms office', 'management']"
"['Position', 'Position', 'Industry', 'Industry', 'Industry', 'Academic Discipline']","['microsoft office', 'manager', 'computer science', 'software', 'computer engineering', 'troubleshooting']"
['Soft Skill'],['responsibility']
"['Position', 'Position', 'Position', 'Work Activity', 'Education Level', 'Management', 'Solution']","['production manager', 'university degree', 'manager', 'project management', 'autocad', 'planning', 'leadership']"
"['Position', 'Work Activity', 'Position', 'Work Activity', 'Education Level', 'Management', 'Solution', 'Solution']","['visualizing', 'designer', 'manager', 'university degree', 'photoshop', 'autocad', 'planning', 'leadership']"
"['Position', 'Position', 'Education Level', 'Industry', 'Solution', 'Solution']","['chief accountant', 'university degree', 'ms word', 'software', 'excel', '`chiefaccountant']"
"['Position', 'Position', 'Position', 'Position', 'Management']","['hr', 'chief accountant', 'director', 'business management', 'negotiating']"
['Soft Skill'],['communication skills']
"['Position', 'Position', 'Work Activity', 'Work Activity', 'Work Activity', 'Programming Language', 'Programming Language']","['programmer', 'programming', 'object-oriented programming', 'opengl', 'html', 'javascript', 'c++']"
"['Position', 'Industry', 'Soft Skill', 'Industry', 'Education Level', 'Industry', 'Soft Skill', 'Soft Skill', 'Soft Skill']","['sales manager', 'sales', 'university degree', 'sense of responsibility', 'written communication', 'ms office', 'presentation', 'presentational', 'problem-solving']"
"['Industry', 'Position', 'Management', 'Education Level', 'Soft Skill', 'Solution']","['decision making', 'microsoft office', 'university degree', 'communication skills', 'communications', 'lawyer']"
"['Industry', 'Position', 'Position', 'Industry', 'Management', 'Management', 'Management', 'Industry', 'Management']","['organizational skills', 'programming', 'microsoft office', 'project management', 'university degree', 'communication skills', 'management', 'project manager', 'communications']"
"['Soft Skill', 'Education Level', 'Soft Skill', 'Soft Skill', 'Industry']","['university degree', 'sense of responsibility', 'communication skills', 'distribution', 'troubleshooting']"
"['Management', 'Industry', 'Solution', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Industry']","['negotiation', 'sense of responsibility', 'military', 'ms office', 'software', 'management', 'interpersonal skills']"
"['Position', 'Position', 'Position', 'Position', 'Position']","['director', 'manager', 'university degree', 'communication skills', 'management']"
"['Database', 'Academic Discipline', 'Industry', 'Industry', 'Academic Discipline', 'Industry', 'Academic Discipline', 'Database', 'Academic Discipline', 'Education Level']","['information technology', 'human resources', 'analysis', 'oracle', 'university degree', 'control systems', 'software', 'banking', 'planning', 'management']"
"['Framework/Library', 'Solution', 'Position', 'Solution', 'Soft Skill', 'Solution', 'Competency', 'Solution', 'Position', 'Solution', 'Solution', 'Framework/Library', 'Programming Language', 'Programming Language', 'Database', 'Programming Language']","['entity framework', 'designer', 'xml', 'sql server', 'asp.net', 'relational database', 'communication skills', 'linq', 'sharepoint', 'javascript', '.net', 't-sql', 'management', 'microsoft sharepoint', '.net developer', 'software development life cycle']"
"['Position', 'Academic Discipline', 'Industry', 'Management', 'Education Level', 'Soft Skill', 'Solution', 'Industry']","['insurance', 'analysis', 'sales', 'project management', 'university degree', 'support specialist', 'communication skills', 'ms office']"
"['Business Function', 'Business Function', 'Business Function']","['organizational skills', 'graduate degree', 'hr']"
"['Industry', 'Academic Discipline', 'Industry', 'Education Level', 'Industry', 'Solution', 'Management', 'Soft Skill']","['team working', 'management', 'analysis', 'telecommunication', 'excel', 'bachelors', 'problem-solving', 'telecom']"
"['Industry', 'Industry', 'Industry', 'Industry', 'Industry']","['financial markets', 'investment services', 'communication skills', 'ms office', 'banking']"
"['Soft Skill', 'Solution']","['microsoft office', 'communication skills']"
"['Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry']","['team working', 'sales', 'windows', 'ms office', 'distribution', 'presentation', 'retail', 'problem-solving']"
"['Industry', 'Position', 'Position', 'Management', 'Position', 'Management', 'Industry', 'Industry', 'Education Level', 'Management']","['insurance', 'director', 'interpersonal skills', 'university degree', 'government', 'software', 'business management', 'leadership', 'management', 'communications']"
"['Industry', 'Industry', 'Management', 'Education Level', 'Soft Skill', 'Soft Skill', 'Academic Discipline']","['insurance', 'university degree', 'communication skills', 'statistics', ""'insuranc"", 'team worker', 'management']"
"['Position', 'Position', 'Industry', 'Solution', 'Solution', 'Programming Language', 'Programming Language']","['css', 'designer', 'html', 'javascript', 'communications', 'adobe photoshop', 'adobe illustrator']"
"['Database', 'Database', 'Work Activity', 'Database', 'Position', 'Programming Language', 'Business Function', 'Database', 'Database', 'Business Function']","['professionalism', 'performance tuning', 'database architecture', 'xml', 'algorithms', 'software development', 'develop software', 'ms sql', 'database developer', 'sql']"
"['Industry', 'Position', 'Soft Skill', 'Industry', 'Industry', 'Industry', 'Industry']","['consultant', 'feeling of responsibility', 'sales', 'hard working', 'automotive', 'chemicals', 'interpersonal skills']"
"['Position', 'Industry', 'Industry', 'Position', 'Industry', 'Industry', 'Position', 'Position', 'Industry']","['consultant', 'project coordinator', 'energy', 'analysis', 'university degree', 'team work', 'management', 'project manager', 'scheme']"
"['Position', 'Position', 'Management', 'Position', 'Management', 'Management', 'Management', 'Work Activity', 'Business Function', 'Soft Skill']","['insurance', 'information security', 'manager', 'communication skills', 'internet development', 'team player', 'business sense', 'planning', 'business management', 'management']"
"['Position', 'Position', 'Soft Skill', 'Soft Skill']","['written communication', 'receptionist', 'administrative assistant', 'communication skills']"
"['Position', 'Position', 'Education Level', 'Academic Discipline']","['construction engineering', 'design engineer', 'university degree', 'autocad']"
"['Position', 'Position', 'Solution']","['project assistant', 'ms word', 'excel']"
"['Industry', 'Position', 'Programming Language']","['software', 'c', 'accountant']"
['Soft Skill'],['troubleshooting']
"['Industry', 'Education Level', 'Soft Skill', 'Soft Skill', 'Platform', 'Solution', 'Platform', 'Industry']","['insurance', 'university degree', 'windows', 'sense of responsibility', 'communication skills', 'ms office', 'unix', 'transportation']"
['Soft Skill'],['communication skills']
"['Position', 'Position', 'Industry', 'Education Level', 'Work Activity', 'Soft Skill', 'Soft Skill', 'Solution', 'Soft Skill', 'Management']","['logistics', 'communication skills', 'program coordinator', 'organizing', 'bachelors degree', 'attention to detail', 'leadership', 'presentation', 'excel', 'media']"
"['Position', 'Position', 'Competency', 'Industry', 'Solution', 'Solution', 'Soft Skill']","['designer', 'graphic design', 'written communication', 'flash', 'software', 'banners', 'adobe photoshop']"
"['Position', 'Position', 'Position', 'Solution', 'Management']","['organizational skills', 'chiefaccountant', '`accountan', 'excel', 'accountant']"
"['Industry', 'Position', 'Industry', 'Business Function', 'Industry', 'Business Function', 'Industry']","['market research', 'market researches', 'director', 'sales', '`sale', 'team player', 'communications']"
"['Position', 'Management', 'Education Level', 'Soft Skill', 'Solution', 'Position']","['decision making', 'microsoft office', 'university degree', 'communication skills', '`lawye', 'lawyer']"
"['Industry', 'Position', 'Industry', 'Position', 'Management', 'Position', 'Industry', 'Soft Skill', 'Soft Skill']","['organizational skills', 'written and verbal communication', 'director', 'sales', 'marketingmanager', 'sense of responsibility', '`sale', 'marketing manager', 'problem-solving']"
"['Position', 'Academic Discipline', 'Academic Discipline']","['pharmaceutics', 'chemistry', 'senior chemist']"
['Education Level'],['university degree']
"['Industry', 'Position', 'Management', 'Work Activity', 'Management', 'Industry']","['energy', 'manager', 'communication skills', 'planning', 'management', 'financial sector']"
"['Position', 'Position', 'Soft Skill', 'Position', 'Work Activity', 'Position', 'Position', 'Industry', 'Position', 'Business Function', 'Management', 'Position', 'Management', 'Industry', 'Position', 'Education Level']","['management', 'hr', 'responsibility', 'project management', 'manager', 'senior expert', 'university degree', 'ms word', 'communication skills', 'government', 'software', 'planning', 'staffing', 'information management', 'excel', 'project team leader']"
"['Position', 'Position', 'Management', 'Position', 'Position', 'Work Activity', 'Education Level', 'Industry', 'Solution', 'Solution']","['project coordinator', 'hr', 'manager', 'university degree', 'project management', 'ms word', 'software', 'planning', 'excel', 'communications']"
"['Position', 'Position', 'Position', 'Management', 'Academic Discipline', 'Industry', 'Industry', 'Soft Skill', 'Industry', 'Education Level', 'Management', 'Industry', 'Industry', 'Soft Skill', 'Industry']","['project coordinator', 'hr', 'analysis', 'manager', 'project management', 'negotiation', 'university degree', 'ms word', 'government', 'software', 'technology', 'planning', 'excel', 'management', 'communications']"
"['Work Activity', 'Management', 'Academic Discipline', 'Academic Discipline', 'Soft Skill', 'Industry', 'Industry', 'Education Level']","['linguistics', 'listen', 'insurance', 'university degree', 'planning', 'transportation', 'management', 'psychology']"
"['Industry', 'Industry', 'Position', 'Industry', 'Position', 'Position', 'Position', 'Industry']","['insurance', 'hr', 'chief accountant', 'hard working', 'software', 'financial services', 'management', 'accountant']"
"['Industry', 'Position', 'Soft Skill', 'Industry', 'Education Level', 'Industry', 'Management']","['insurance', 'decision making', 'loyalty', 'sales', 'university degree', 'ms office', 'senior specialist']"
"['Academic Discipline', 'Management', 'Soft Skill', 'Soft Skill', 'Business Function']","['thermodynamics', 'hr', 'sense of responsibility', 'positive spirit', 'management']"
"['Position', 'Position']","['manager', 'ms office']"
"['Position', 'Position', 'Position', 'Solution']","['manager', 'ms office', 'consultant', 'salesperson']"
"['Programming Language', 'Database', 'Position', 'Programming Language', 'Database', 'Industry', 'Soft Skill', 'Business Function', 'Education Level', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Database', 'Work Activity']","['mysql', 'css', 'programming', 'software engineer', 'xml', 'drupal', 'php', 'software development', 'ajax', 'software', 'html', 'linux', 'javascript', ""bachelor's degree"", 'cmss', 'typo3', 'willing to work']"
"['Position', 'Industry', 'Education Level', 'Platform', 'Management', 'Management', 'Management', 'Programming Language', 'Competency', 'Database']","['university degree', 'oracle', 'communication skills', 'db administrator', 'software', 'linux', 'optimization', 'sql', 'management', 'informix']"
"['Industry', 'Position', 'Position', 'Work Activity', 'Education Level', 'Industry', 'Industry', 'Work Activity', 'Competency']","['interpersonal skills', 'manager', 'university degree', 'sense of responsibility', 'telecommunication', 'optimization', 'planning', 'communications', 'telecom']"
"['Industry', 'Position', 'Competency', 'Education Level', 'Industry', 'Standard/Technology', 'Industry']","['university degree', 'sense of responsibility', 'network engineer', 'optimization', 'telecommunication', 'tcp/ip', 'communications']"
"['Industry', 'Education Level', 'Academic Discipline', 'Standard/Technology', 'Platform', 'Platform', 'Platform', 'Soft Skill']","['university degree', 'windows', 'sense of responsibility', 'telecommunications engineering', 'linux', 'tcp/ip', 'unix', 'communications']"
"['Industry', 'Position', 'Position', 'Work Activity', 'Management', 'Work Activity', 'Work Activity', 'Education Level', 'Industry', 'Industry']","['interpersonal skills', 'manager', 'university degree', 'sense of responsibility', 'telecommunication', 'optimization', 'planning', 'leadership', 'management', 'communications']"
"['Industry', 'Position', 'Position', 'Education Level', 'Academic Discipline', 'Academic Discipline', 'Solution', 'Certificate', 'Certificate', 'Certificate', 'Standard/Technology', 'Solution', 'Platform', 'Platform', 'Platform', 'Management']","['ccnp', 'cisco', 'ccie', 'interpersonal skills', 'manager', 'university degree', 'ccna', 'windows', 'sense of responsibility', 'unix', 'computer science', 'linux', 'tcp/ip', 'electronic engineering', 'management', 'communications']"
"['Position', 'Soft Skill', 'Competency', 'Industry', 'Academic Discipline', 'Business Function', 'Work Activity', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Programming Language', 'Academic Discipline', 'Academic Discipline']","['insurance', 'debugging', 'data structures', 'analysis', 'algorithms', 'software development', 'software', 'linux', 'planning', 'c++', 'troubleshooting', 'senior software engineer', 'scheduling']"
"['Position', 'Industry', 'Industry', 'Solution', 'Industry', 'Industry', 'Academic Discipline']","['mechanical engineer', 'insurance', 'analysis', 'windows', 'autocad', 'mechanical engineering', 'manufacturing']"
"['Position', 'Position', 'Industry', 'Solution']","['ms office', 'banking', 'senior specialist', 'analysis']"
"['Business Function', 'Business Function', 'Education Level', 'Education Level', 'Solution', 'Soft Skill']","['market research', ""master's"", 'marketresearch', 'ms office', 'team player', ""bachelor's degree""]"
"['Industry', 'Industry', 'Management', 'Position', 'Industry', 'Industry', 'Industry', 'Industry']","['energy', 'university degree', 'software development', 'communication skills', 'software engineering', 'software', 'management', 'project manager']"
"['Business Function', 'Management', 'Management', 'Management', 'Industry', 'Education Level', 'Management', 'Management']","['insurance', 'hr', 'university degree', 'communication skills', 'ms office', 'software', 'management', 'organizational abilities']"
"['Position', 'Position', 'Management', 'Industry', 'Solution', 'Soft Skill', 'Education Level']","['administrativeassistant', 'logistics', 'administrative assistant', 'communication skills', 'high degree', 'ms office', 'management']"
"['Management', 'Education Level', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Solution', 'Soft Skill', 'Soft Skill']","['mathematics', 'communication skills', 'statistics', 'product management', 'honesty', 'bachelors degree', 'excel', 'math']"
"['Position', 'Position', 'Academic Discipline', 'Management', 'Academic Discipline']","['organizational skills', 'manager', 'pharmacy', 'cosmetology', 'management']"
"['Position', 'Position', 'Position', 'Industry', 'Management', 'Soft Skill', 'Soft Skill', 'Solution', 'Solution', 'Soft Skill', 'Position']","['marketingspecialist', 'organizational skills', 'written and verbal communication', 'marketing specialist', '`marketingspecialist', 'director', 'sales', 'microsoft office', 'sense of responsibility', 'adobe photoshop', 'problem-solving']"
"['Position', 'Industry', 'Academic Discipline', 'Position', 'Industry']","['`systemsengineer', 'systems engineer', 'high-tech', 'software', 'physics']"
"['Position', 'Business Function', 'Work Activity', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Management', 'Education Level', 'Industry', 'Solution', 'Industry']","['organizational skills', 'hr', 'analysis', 'university degree', 'software', 'banking', 'planning', 'financial analyst', 'financial services', 'excel', 'management']"
"['Work Activity', 'Work Activity', 'Industry', 'Management']","['management', 'organizing', 'planning', 'manufacturing']"
"['Programming Language', 'Business Function', 'Position', 'Programming Language', 'Business Function', 'Position', 'Business Function', 'Industry', 'Business Function', 'Business Function']","['hr', 'c', 'manager', 'sense of responsibility', 'communication skills', 'teamwork', 'ms office', 'software', 'public relations', 'staffing']"
"['Position', 'Position', 'Industry', 'Industry', 'Industry', 'Business Function', 'Industry', 'Academic Discipline', 'Soft Skill', 'Soft Skill']","['sales manager', 'market research', 'sales', 'salesmanager', 'heating systems', 'interpersonal skills', 'team player', 'presentation', 'retail', 'communications']"
"['Position', 'Business Function', 'Competency', 'Industry', 'Industry', 'Solution', 'Solution', 'Soft Skill', 'Position', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry']","['life sciences', 'designer', 'sales', 'web development', 'communication skills', 'flash', 'software', '`designe', 'technology', 'banners', 'financial services', 'healthcare', 'distribution', 'adobe photoshop']"
"['Programming Language', 'Position', 'Programming Language', 'Programming Language', 'Work Activity', 'Work Activity', 'Position', 'Standard/Technology', 'Standard/Technology', 'Standard/Technology', 'Platform', 'Competency', 'Database', 'Database', 'Business Function', 'Academic Discipline', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Industry', 'Business Function', 'Business Function']","['jsp', 'servlets', 'algorithms', 'oracle', 'software development', 'planning', 'java', 'professionalism', 'insurance', 'j2ee', 'cms', 'design patterns', 'crm', 'responsibility', 'senior developer', 'ejb', 'develop software', 'technology', 'uml', 'java developer', 'software engineering', 'ms sql', 'problem solving']"
"['Position', 'Position', 'Soft Skill', 'Soft Skill', 'Work Activity', 'Industry', 'Industry', 'Business Function', 'Industry', 'Industry', 'Business Function', 'Education Level']","['critical thinking', 'market research', 'energy', 'analysis', 'sales', 'responsibility', 'consumer research', 'planning', 'bachelors degree', 'marketing manager', 'presentation', 'retail']"
"['Position', 'Work Activity', 'Position', 'Framework/Library', 'Framework/Library', 'Database', 'Database', 'Competency', 'Business Function', 'Academic Discipline', 'Soft Skill', 'Industry', 'Business Function', 'Business Function', 'Business Function', 'Industry', 'Management']","['professionalism', 'insurance', 'crm', 'algorithms', 'cms', 'oracle', 'asp.net', 'software development', 'c#.net developer', 'develop software', 'software engineering', 'ms sql', 'technology', 'uml', 'design patterns', '.net developer', 'ado.net']"
"['Position', 'Work Activity', 'Work Activity', 'Position', 'Framework/Library', 'Framework/Library', 'Competency', 'Database', 'Database', 'Business Function', 'Academic Discipline', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Industry', 'Business Function', 'Business Function', 'Business Function', 'Industry']","['professionalism', 'insurance', 'crm', 'algorithms', 'cms', 'responsibility', 'oracle', 'asp.net', 'software development', 'senior developer', 'software engineering', 'develop software', 'ms sql', 'planning', 'technology', 'problem solving', 'uml', 'design patterns', '.net developer', 'ado.net']"
"['Position', 'Position', 'Management', 'Position', 'Industry', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Industry', 'Position']","['organizational skills', 'written and verbal communication', 'director', 'sales', 'manager', 'marketingmanager', 'sense of responsibility', '`sale', 'marketing manager', 'problem-solving']"
"['Business Function', 'Business Function', 'Business Function', 'Position', 'Business Function', 'Position', 'Position', 'Industry', 'Position', 'Business Function', 'Position']","['human resources', 'hr', 'manager', 'negotiation', 'written communication', 'honesty', 'team player', 'bachelors degree', 'staffing', 'management', 'communications']"
"['Position', 'Position', 'Education Level', 'Soft Skill', 'Soft Skill']","['manager', 'university degree', 'sense of responsibility', 'written communication', 'interpersonal skills']"
"['Position', 'Position', 'Position', 'Position', 'Business Function', 'Business Function', 'Business Function', 'Industry', 'Platform', 'Position', 'Industry', 'Solution', 'Business Function', 'Database', 'Database', 'Platform', 'Platform', 'Platform', 'Competency', 'Programming Language', 'Business Function']","['oracle', 'software development', 'java', 'senior automated testing engineer', 'insurance', 'cms', 'quality assurance', 'programming languages', 'agile', 'quicktest', 'crm', 'technology', 'functional testing', 'senior testing engineer', 'windows', 'software testing engineer', 'software engineering', 'software', 'ms sql', 'linux', 'unix']"
"['Position', 'Programming Language', 'Programming Language', 'Work Activity', 'Position', 'Standard/Technology', 'Standard/Technology', 'Standard/Technology', 'Platform', 'Database', 'Database', 'Competency', 'Business Function', 'Academic Discipline', 'Soft Skill', 'Industry', 'Business Function', 'Business Function', 'Business Function']","['jsp', 'professionalism', 'insurance', 'j2ee', 'servlets', 'algorithms', 'crm', 'cms', 'oracle', 'java developer', 'software development', 'ejb', 'software engineering', 'develop software', 'ms sql', 'technology', 'java', 'uml', 'design patterns']"
"['Position', 'Business Function', 'Industry', 'Business Function', 'Business Function']","['hr', 'mathematics', 'communication skills', 'software', 'accountant']"
"['Soft Skill', 'Management', 'Industry', 'Position', 'Work Activity', 'Management']","['director', 'm&e', 'responsibility', 'planning', 'management', 'agriculture']"
"['Industry', 'Position', 'Management', 'Industry', 'Academic Discipline', 'Work Activity', 'Soft Skill', 'Industry', 'Industry', 'Industry', 'Position']","['director', 'analysis', 'm&e', 'negotiation', 'university degree', 'technology', 'planning', 'distribution', 'management', 'agriculture', 'information services']"
"['Position', 'Industry', 'Position', 'Academic Discipline', 'Soft Skill', 'Industry', 'Position', 'Business Function', 'Work Activity', 'Programming Language', 'Platform', 'Soft Skill', 'Management', 'Soft Skill']","['organizational skills', 'insurance', 'documenting', 'computer science', 'qa                         engineer', 'software development', 'software', 'linux', 'attention to details', 'sql', 'qualityassuranceengineer', 'problem solving', 'qa engineer', 'problem-solving']"
"['Position', 'Management', 'Competency', 'Management', 'Management', 'Management', 'Management', 'Management', 'Education Level', 'Academic Discipline', 'Academic Discipline', 'Position', 'Management']","['crm', 'customer relationship management', 'project management', 'university degree', 'mathematics', 'business intelligence', 'statistics', 'communication skills', 'quality management', 'business sense', 'data mining', 'management', 'project manager']"
"['Industry', 'Education Level', 'Industry', 'Soft Skill']","['critical thinking', 'energy', 'bachelors degree', 'sales']"
"['Industry', 'Education Level', 'Management', 'Management', 'Business Function']","['organizational skills', 'hr', 'university degree', 'government', 'management']"
"['Position', 'Management', 'Industry', 'Work Activity', 'Programming Language', 'Academic Discipline', 'Management', 'Database']","['oracle database', 'programming', 'sql server', 'mathematics', 'software', 'sql', 'management', 'project manager']"
"['Position', 'Programming Language', 'Framework/Library', 'Business Function', 'Programming Language', 'Framework/Library', 'Framework/Library', 'Programming Language', 'Database', 'Database']","['oracle', 'software development', 'c++', 'team player', 'c#', 'software developer', '.net', '.net framework', 'mssql', 'asp .net']"
"['Education Level', 'Industry', 'Soft Skill', 'Solution', 'Industry', 'Business Function', 'Industry']","['hr', 'university degree', 'ms office', 'software', 'banking', 'financial services', 'interpersonal skills']"
"['Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Work Activity']","['analysis', 'university degree', 'government', 'nutrition', 'planning', 'management']"
"['Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Education Level', 'Soft Skill', 'Soft Skill', 'Solution']","['hr', 'analysis', 'university degree', 'ms word', 'written communication', 'financial services', 'excel', 'interpersonal skills']"
"['Work Activity', 'Work Activity', 'Industry', 'Management', 'Solution', 'Soft Skill']","['conflict management', 'ms office', 'organizing', 'planning', 'distribution', 'management']"
"['Position', 'Management', 'Academic Discipline', 'Soft Skill', 'Solution', 'Solution']","['manager', 'ms word', 'presentation', 'excel', 'management', 'math']"
"['Position', 'Industry', 'Industry', 'Solution', 'Industry', 'Industry', 'Academic Discipline']","['mechanical engineer', 'insurance', 'analysis', 'windows', 'autocad', 'mechanical engineering', 'manufacturing']"
"['Framework/Library', 'Work Activity', 'Business Function', 'Management', 'Education Level', 'Business Function', 'Framework/Library', 'Programming Language', 'Programming Language', 'Programming Language', 'Database', 'Database', 'Database']","['vb', 'db2', 'programming', 'sql server', 'java', 'oracle', 'asp.net', 'software development', 'c++', 'bachelors', 'technology', '.net framework', 'management']"
"['Position', 'Position', 'Management', 'Position', 'Work Activity', 'Management', 'Industry', 'Position', 'Management', 'Management', 'Management']","['team working', 'microsoft office', 'loyalty', 'manager', 'logistics', 'honesty', 'people management', 'planning', 'leadership', 'management', 'coaching']"
"['Position', 'Soft Skill']","['manager', 'communication skills']"
"['Management', 'Competency', 'Soft Skill', 'Competency', 'Management', 'Competency', 'Management', 'Competency', 'Academic Discipline', 'Education Level']","['analysis', 'responsibility', 'university degree', 'business intelligence', 'statistics', 'communication skills', 'data mining', 'leadership', 'management', 'business inteligence']"
"['Position', 'Industry', 'Business Function', 'Business Function', 'Management', 'Education Level', 'Management', 'Industry', 'Business Function', 'Programming Language', 'Framework/Library', 'Programming Language']","['qa specialist', 'team development', 'relational databases', 'quality assurance', 'asp.net', 'software', 'c#', 'bachelors', 'sql', 'performance testing', 'technology', 'management']"
"['Position', 'Industry', 'Management', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry']","['insurance', 'sales', 'manager', 'university degree', 'communication skills', 'ms office', 'excel', 'management', 'coreldraw']"
"['Business Function', 'Academic Discipline', 'Industry', 'Management', 'Education Level', 'Soft Skill', 'Solution', 'Industry']","['market research', 'insurance', 'analysis', 'sales', 'university degree', 'communication skills', 'ms office', 'management']"
